election_year,pc_name,pc_no,type_category,state,winning_candidate,party,electors,votes,turnout,margin,margin_percent
1977,East Delhi,4,GEN,Delhi [1977 Onwards],Kishore Lal,Bharatiya Lok Dal,"5,11,716","3,58,854",70.1 %,"1,33,107",37.1%
1977,Eluru,11,GEN,Andhra Pradesh,Kommareddy Suryanarayana,Indian National Congress,"6,69,778","4,67,438",69.8 %,"1,34,033",28.7%
1977,Erandol,16,GEN,Maharashtra,Patil Sonusing Dhansing,Bharatiya Lok Dal,"5,97,821","3,65,421",61.1 %,"13,814",3.8%
1977,Ernakulam,11,GEN,Kerala,Henry Austin,Indian National Congress,"5,82,804","4,67,048",80.1 %,"7,285",1.6%
1977,Etah,71,GEN,Uttar Pradesh [1947 - 1999],Mahadeepak Singh,Bharatiya Lok Dal,"5,64,767","3,78,143",67.0 %,"1,81,520",48.0%
1977,Etawah,66,GEN,Uttar Pradesh [1947 - 1999],Arjun Singh Bhadoria,Bharatiya Lok Dal,"5,89,325","3,70,214",62.8 %,"2,10,165",56.8%
1977,Faizabad,28,GEN,Uttar Pradesh [1947 - 1999],Anant Ram Jaiswal,Bharatiya Lok Dal,"6,14,376","3,16,102",51.5 %,"1,47,803",46.8%
1977,Faridabad,6,GEN,Haryana,Dharam Vir Vasisht,Bharatiya Lok Dal,"6,01,224","4,25,700",70.8 %,"27,333",6.4%
1977,Faridkot,12,GEN,Punjab,Parkash Singh,Shiromani Akali Dal,"6,46,094","4,87,098",75.4 %,"1,00,701",20.7%
1977,Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Daya Ram Shakya,Bharatiya Lok Dal,"6,37,847","3,73,816",58.6 %,"1,86,425",49.9%
1977,Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Bashir Ahmad,Bharatiya Lok Dal,"6,14,485","2,95,191",48.0 %,"1,70,489",57.8%
1977,Ferozepur,13,GEN,Punjab,Mohinder Singh Sayanwala,Shiromani Akali Dal,"6,31,895","2,06,656",32.7 %,"1,63,939",79.3%
1977,Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Ramji Lal Suman,Bharatiya Lok Dal,"6,11,215","3,21,138",52.5 %,"1,56,764",48.8%
1977,Gandhinagar,11,GEN,Gujarat,Purushottam Ganesh Mavalankar,Bharatiya Lok Dal,"6,19,720","3,94,699",63.7 %,"60,117",15.2%
1977,Ganganagar,1,SC,Rajasthan,Bega Ram,Bharatiya Lok Dal,"6,04,428","3,70,934",61.4 %,"65,355",17.6%
1977,Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Jagannath Sharma,Bharatiya Lok Dal,"5,63,082","2,67,720",47.6 %,"1,04,593",39.1%
1977,Gauhati,7,GEN,Assam,Renuka Devi Barktaki,Bharatiya Lok Dal,"5,53,272","2,91,598",52.7 %,"36,440",12.5%
1977,Gaya,43,SC,Bihar [1947 - 1999],Ishwar Chaudhry,Bharatiya Lok Dal,"6,42,305","4,45,024",69.3 %,"2,48,318",55.8%
1977,Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Jwala Prasad Kureel,Bharatiya Lok Dal,"6,07,421","3,64,722",60.0 %,"1,85,504",50.9%
1977,Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Gauri Shanker Rai,Bharatiya Lok Dal,"6,39,586","3,72,070",58.2 %,"94,345",25.4%
1977,Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Shivram,Bharatiya Lok Dal,"6,26,672","3,54,670",56.6 %,"1,13,632",32.0%
1977,Giridih,46,GEN,Bihar [1947 - 1999],Ram Das Singh,Bharatiya Lok Dal,"5,81,187","2,90,760",50.0 %,"78,277",26.9%
1977,Gobichettipalayam,19,SC,Tamil Nadu,Ramaswamy K.S.,Indian National Congress,"6,48,924","4,49,419",69.3 %,"1,05,458",23.5%
1977,Godda,28,GEN,Bihar [1947 - 1999],Jagdambi Prasad Yadav,Bharatiya Lok Dal,"6,30,768","3,65,300",57.9 %,"1,58,991",43.5%
1977,Godhra,18,GEN,Gujarat,Desai Hitendrabhai Kanaiyalal,Indian National Congress,"5,17,416","2,95,163",57.1 %,"1,380",0.5%
1977,Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Satya Deo Singh,Bharatiya Lok Dal,"6,01,635","2,72,227",45.3 %,"71,273",26.2%
1977,Gopalganj,4,GEN,Bihar [1947 - 1999],Dwarikanath Tiwary,Bharatiya Lok Dal,"6,74,703","4,25,830",63.1 %,"1,72,992",40.6%
1977,Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Harikesh Bahadur,Bharatiya Lok Dal,"5,70,532","3,27,828",57.5 %,"1,83,054",55.8%
1977,Gulbarga,2,GEN,Karnataka,Sidram Reddi,Indian National Congress,"6,29,721","3,22,935",51.3 %,"85,392",26.4%
1977,Guna,4,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Independent,"6,34,123","3,36,579",53.1 %,"76,451",22.7%
1977,Guntur,15,GEN,Andhra Pradesh,Kotha Raghuramaiah,Indian National Congress,"7,90,342","5,18,885",65.7 %,"85,529",16.5%
1977,Gurdaspur,1,GEN,Punjab,Yagya Datt,Bharatiya Lok Dal,"5,63,497","4,12,085",73.1 %,"28,122",6.8%
1977,Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Narayan Krishna Shejwalker,Bharatiya Lok Dal,"5,87,078","3,38,230",57.6 %,"1,52,192",45.0%
1977,Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Bharatiya Lok Dal,"6,86,969","5,29,440",77.1 %,"4,24,545",80.2%
1977,Hamirpur,4,SC,Himachal Pradesh,Ranjit Singh,Bharatiya Lok Dal,"5,24,805","3,23,501",61.6 %,"50,122",15.5%
1977,Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Tej Pratap Singh,Bharatiya Lok Dal,"5,49,096","3,17,289",57.8 %,"81,275",25.6%
1977,Hanamkonda,38,GEN,Andhra Pradesh,P. V. Narsimha Rao,Indian National Congress,"6,15,143","4,03,940",65.7 %,"77,683",19.2%
1977,Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Kunwar Mahood Ali Khan,Bharatiya Lok Dal,"6,31,729","4,32,445",68.5 %,"1,35,397",31.3%
1977,Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Parmai Lal,Bharatiya Lok Dal,"5,95,289","3,10,249",52.1 %,"1,14,287",36.8%
1977,Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Bhagwan Dass,Bharatiya Lok Dal,"5,54,184","3,63,336",65.6 %,"1,77,203",48.8%
1977,Hassan,19,GEN,Karnataka,S. Nanjesha Gowda,Bharatiya Lok Dal,"6,19,773","4,29,300",69.3 %,"1,081",0.3%
1977,Hathras,75,SC,Uttar Pradesh [1947 - 1999],Ram Prasad Deshmukh,Bharatiya Lok Dal,"6,48,461","4,01,699",62.0 %,"2,07,925",51.8%
1977,Hazaribagh,48,GEN,Bihar [1947 - 1999],Kunwar Basant Narain Singh,Bharatiya Lok Dal,"6,18,989","2,95,432",47.7 %,"1,41,117",47.8%
1977,Hindupur,24,GEN,Andhra Pradesh,P. Bayapa Reddy,Indian National Congress,"6,50,347","4,02,073",61.8 %,"90,033",22.4%
1977,Hingoli,29,GEN,Maharashtra,Patil Chandrakant Ramkrishna,Bharatiya Lok Dal,"5,96,387","3,22,463",54.1 %,"35,751",11.1%
1977,Hissar,9,GEN,Haryana,Inder Singh,Bharatiya Lok Dal,"5,53,756","4,09,400",73.9 %,"2,43,384",59.4%
1977,Hooghly,27,GEN,West Bengal,Bijoy Krishna Modak,Communist Party Of India (MARXIST),"5,60,707","3,67,205",65.5 %,"1,06,259",28.9%
1977,Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Kamath Hari Vishnu,Bharatiya Lok Dal,"5,61,979","3,27,492",58.3 %,"1,08,171",33.0%
1977,Hoshiarpur,6,GEN,Punjab,Balbir Singh,Bharatiya Lok Dal,"6,26,330","4,27,246",68.2 %,"1,14,617",26.8%
1977,Howrah,24,GEN,West Bengal,Samar Mukherjee 11dharmatala Lane,Communist Party Of India (MARXIST),"6,69,642","3,89,263",58.1 %,"1,04,731",26.9%
1977,Hyderabad,30,GEN,Andhra Pradesh,K. S. Narayana,Indian National Congress,"5,86,201","3,51,047",59.9 %,"65,068",18.5%
1977,Ichalkaranji,47,GEN,Maharashtra,Mane Rajaram Alias Balasaheb Shankarrao,Indian National Congress,"5,75,336","3,99,422",69.4 %,"33,364",8.4%
1977,Idukki,14,GEN,Kerala,C. M. Stephen,Indian National Congress,"5,78,434","4,26,869",73.8 %,"79,257",18.6%
1977,Indore,37,GEN,Madhya Pradesh [1947 - 1999],Kalyan Jain,Bharatiya Lok Dal,"5,60,665","3,63,014",64.8 %,"36,636",10.1%
1977,Inner Manipur,1,GEN,Manipur,N. Tombi Singh,Indian National Congress,"4,07,918","2,51,631",61.7 %,"25,659",10.2%
1977,Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Sharad Yadav,Bharatiya Lok Dal,"5,87,198","3,41,316",58.1 %,"75,891",22.2%
1977,Jadavpur,18,GEN,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),"6,24,264","3,56,636",57.1 %,"1,38,635",38.9%
1977,Jagatsinghpur,7,SC,Orissa,Pradyumna Kishore Bal,Bharatiya Lok Dal,"6,54,214","4,10,182",62.7 %,"1,09,951",26.8%
1977,Jahanabad,41,GEN,Bihar [1947 - 1999],Hari Lal Prasad Sinha,Bharatiya Lok Dal,"7,51,428","4,99,226",66.4 %,"2,50,970",50.3%
1977,Jaipur,6,GEN,Rajasthan,Satish Chander,Bharatiya Lok Dal,"6,10,124","3,57,974",58.7 %,"1,89,482",52.9%
1977,Jajpur,4,ST,Orissa,Rama Chandra Mallick,Bharatiya Lok Dal,"6,11,181","3,16,767",51.8 %,"49,660",15.7%
1977,Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Ramcharan,Bharatiya Lok Dal,"6,02,642","3,75,548",62.3 %,"1,85,275",49.3%
1977,Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Multan Singh Chaudhary,Bharatiya Lok Dal,"5,76,262","3,70,895",64.4 %,"2,06,546",55.7%
1977,Jalgaon,17,GEN,Maharashtra,Borole Yashwant Mansaram,Bharatiya Lok Dal,"5,89,742","3,62,064",61.4 %,"12,186",3.4%
1977,Jalna,32,GEN,Maharashtra,Pundalik Hari Danve,Bharatiya Lok Dal,"6,15,197","3,26,829",53.1 %,"24,574",7.5%
1977,Jalore,22,GEN,Rajasthan,Hukam Ram,Bharatiya Lok Dal,"6,48,497","2,99,420",46.2 %,"56,002",18.7%
1977,Jalpaiguri,3,SC,West Bengal,Khagendra Nath Dasgupta,Independent,"5,29,606","3,15,866",59.6 %,"57,698",18.3%
1977,Jammu,6,GEN,Jammu & Kashmir,Thakur Baldev Singh,Independent,"6,01,007","3,55,660",59.2 %,"27,939",7.9%
1977,Jamnagar,3,GEN,Gujarat,Vinodbhai B. Sheth,Bharatiya Lok Dal,"4,79,585","2,51,803",52.5 %,"2,670",1.1%
1977,Jamshedpur,50,GEN,Bihar [1947 - 1999],Rudra Pratap Sarangi,Bharatiya Lok Dal,"5,75,923","2,69,834",46.9 %,"63,753",23.6%
1977,Jangipur,8,GEN,West Bengal,Sasankasekher Sanyal,Communist Party Of India (MARXIST),"5,65,255","3,28,222",58.1 %,"2,186",0.7%
1977,Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Madan Bhaiya,Bharatiya Lok Dal,"5,81,342","2,58,652",44.5 %,"13,569",5.2%
1977,Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Yadvendra Dutta Dubey,Bharatiya Lok Dal,"6,16,192","3,40,943",55.3 %,"99,872",29.3%
1977,Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Bhagirath Bhawar,Bharatiya Lok Dal,"5,18,465","2,67,704",51.6 %,"62,672",23.4%
1977,Jhalawar,15,GEN,Rajasthan,Chaturbhuj,Bharatiya Lok Dal,"5,49,344","3,43,827",62.6 %,"1,31,617",38.3%
1977,Jhanjharpur,14,GEN,Bihar [1947 - 1999],Dhanik Lal Mandal,Bharatiya Lok Dal,"6,29,783","4,70,515",74.7 %,"1,57,481",33.5%
1977,Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Sushila Naiyar,Bharatiya Lok Dal,"6,33,446","3,51,040",55.4 %,"1,30,485",37.2%
1977,Jhargram,33,ST,West Bengal,Jadunath Kisku,Communist Party Of India (MARXIST),"5,75,907","3,58,585",62.3 %,"47,595",13.3%
1977,Jhunjhunu,4,GEN,Rajasthan,Kanhaiya Lal,Bharatiya Lok Dal,"6,81,587","3,68,888",54.1 %,"1,26,951",34.4%
1977,Jodhpur,24,GEN,Rajasthan,Ranchordas Gattani,Bharatiya Lok Dal,"6,10,912","3,52,632",57.7 %,"21,685",6.1%
1977,Jorhat,12,GEN,Assam,Tarun Gogoi,Indian National Congress,"5,85,721","3,11,008",53.1 %,"28,687",9.2%
1977,Joynagar,15,GEN,West Bengal,Sakti Kumar Sarkar,Bharatiya Lok Dal,"6,26,050","3,80,213",60.7 %,"60,637",15.9%
1977,Jullundur,4,SC,Punjab,Iqbal Singh Dhillon,Shiromani Akali Dal,"5,92,262","4,27,902",72.3 %,"1,18,108",27.6%
1977,Junagadh,6,GEN,Gujarat,Nathwani Narendra Pragji,Bharatiya Lok Dal,"5,16,292","3,35,230",64.9 %,"11,853",3.5%
1977,Kaira,19,ST,Gujarat,Desai Dharmsingh Dadubhai,Indian National Congress,"5,73,138","4,04,195",70.5 %,"41,844",10.4%
1977,Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Chandan Singh,Bharatiya Lok Dal,"5,70,885","3,81,053",66.8 %,"1,46,858",38.5%
1977,Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Rudra Sen,Bharatiya Lok Dal,"6,41,526","3,07,332",47.9 %,"1,24,796",40.6%
1977,Kakinada,7,GEN,Andhra Pradesh,Sanjeevirao M. S.,Indian National Congress,"6,56,501","4,46,438",68.0 %,"1,23,268",27.6%
1977,Kalahandi,14,GEN,Orissa,Pratap Keshari Deo,Independent,"5,42,033","1,93,140",35.6 %,"53,261",27.6%
1977,Kaliabor,11,GEN,Assam,Bedabrata Barua,Indian National Congress,"5,85,312","2,99,220",51.1 %,"71,157",23.8%
1977,Kanakapura,11,GEN,Karnataka,M. V. Chandrasekhara Murthy,Indian National Congress,"6,73,583","4,18,814",62.2 %,"4,652",1.1%
1977,Kanara,22,SC,Karnataka,Kadam Balsu Pursu,Indian National Congress,"5,83,855","3,91,234",67.0 %,"34,394",8.8%
1977,Kangra,3,GEN,Himachal Pradesh,Durga Chand,Bharatiya Lok Dal,"4,77,075","3,05,117",64.0 %,"39,004",12.8%
1977,Kanker,19,ST,Madhya Pradesh [1947 - 1999],Aghansingh,Bharatiya Lok Dal,"5,46,877","2,78,807",51.0 %,"53,777",19.3%
1977,Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Ram Prakash Tripathi,Bharatiya Lok Dal,"6,18,335","4,18,893",67.8 %,"1,71,042",40.8%
1977,Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Manohar Lal,Bharatiya Lok Dal,"6,57,627","3,83,842",58.4 %,"1,74,289",45.4%
1977,Kapadvanj,16,GEN,Gujarat,Vaghela Shankarji Laxmanji,Bharatiya Lok Dal,"5,61,342","3,30,969",59.0 %,"67,971",20.5%
1977,Karad,45,GEN,Maharashtra,Chavan Premlabai Dajisaheb,Indian National Congress,"6,29,569","3,39,680",54.0 %,"1,70,815",50.3%
1977,Karimganj,1,SC,Assam,Nihar Ranjan Laskar,Indian National Congress,"5,35,378","2,39,772",44.8 %,"30,300",12.6%
1977,Karimnagar,37,GEN,Andhra Pradesh,M. Satyanarayan Rao,Indian National Congress,"6,50,519","3,70,915",57.0 %,"1,14,048",30.7%
1977,Karnal,3,SC,Haryana,Bhagwat Dayal,Bharatiya Lok Dal,"5,56,203","4,22,745",76.0 %,"2,76,836",65.5%
1977,Karol Bagh,7,GEN,Delhi [1977 Onwards],Shiv Narain Sarsonia,Bharatiya Lok Dal,"3,15,305","2,17,380",68.9 %,"65,068",29.9%
1977,Karur,26,GEN,Tamil Nadu,Gopal K.,Indian National Congress,"7,32,872","5,17,913",70.7 %,"1,45,520",28.1%
1977,Kasaragod,1,GEN,Kerala,Ramachandran Kadannappally,Indian National Congress,"5,78,474","4,62,875",80.0 %,"5,042",1.1%
1977,Katihar,25,GEN,Bihar [1947 - 1999],Yuvraj,Bharatiya Lok Dal,"5,28,137","3,17,800",60.2 %,"1,29,789",40.8%
1977,Katwa,40,GEN,West Bengal,Dhirendra Nath Basu,Indian National Congress,"5,75,293","3,69,898",64.3 %,"11,880",3.2%
1977,Kendrapara,5,ST,Orissa,Bijayananda Pattanayak,Bharatiya Lok Dal,"6,29,067","3,96,224",63.0 %,"1,44,376",36.4%
1977,Keonjhar,21,ST,Orissa,Govinda Munda,Bharatiya Lok Dal,"5,61,230","1,94,821",34.7 %,"47,745",24.5%
1977,Khagaria,31,GEN,Bihar [1947 - 1999],Gyaneshwar Prasad Yadav,Bharatiya Lok Dal,"6,53,356","4,12,527",63.1 %,"1,49,292",36.2%
1977,Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Laxmi Narain Nayak,Bharatiya Lok Dal,"6,66,008","3,48,780",52.4 %,"1,61,785",46.4%
1977,Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Brij Bhushan Tiwari,Bharatiya Lok Dal,"6,41,772","3,87,762",60.4 %,"1,77,460",45.8%
1977,Khammam,40,GEN,Andhra Pradesh,Jalagam Kondala Rao,Indian National Congress,"5,96,499","4,19,829",70.4 %,"85,989",20.5%
1977,Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Parmanand Thakurdas Govindjiwala,Bharatiya Lok Dal,"5,24,670","3,30,516",63.0 %,"54,023",16.3%
1977,Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Patidar,Bharatiya Lok Dal,"5,37,398","3,44,491",64.1 %,"35,858",10.4%
1977,Khed,41,SC,Maharashtra,Annasaheb Magar,Indian National Congress,"5,53,342","3,08,317",55.7 %,"19,526",6.3%
1977,Kheri,15,GEN,Uttar Pradesh [1947 - 1999],S.B. Shah,Bharatiya Lok Dal,"6,12,725","2,94,415",48.1 %,"74,304",25.2%
1977,Khunti,52,ST,Bihar [1947 - 1999],Karia Munda,Bharatiya Lok Dal,"5,60,524","1,90,162",33.9 %,"34,883",18.3%
1977,Khurja,77,SC,Uttar Pradesh [1947 - 1999],Mohan Lal,Bharatiya Lok Dal,"6,11,632","3,64,979",59.7 %,"2,25,817",61.9%
1977,Kishanganj,23,GEN,Bihar [1947 - 1999],Halimuddin Ahmed,Bharatiya Lok Dal,"5,98,944","2,92,961",48.9 %,"80,130",27.4%
1977,Kodarma,45,GEN,Bihar [1947 - 1999],Ritlal Prasad Verma,Bharatiya Lok Dal,"6,02,764","2,61,508",43.4 %,"1,16,028",44.4%
1977,Kokrajhar,5,ST,Assam,Charan Narzary,Independent,"5,50,061","3,44,818",62.7 %,"42,903",12.4%
1977,Kolaba,3,GEN,Maharashtra,Dinkar Balu Patil,Peasants & Workers Party,"5,87,580","3,63,056",61.8 %,"53,321",14.7%
1977,Kolar,10,GEN,Karnataka,G. Y. Krishnan,Indian National Congress,"5,94,814","3,61,610",60.8 %,"73,016",20.2%
1977,Kolhapur,48,GEN,Maharashtra,Desai Dajiba Balwantrao,Peasants & Workers Party,"5,51,595","3,84,229",69.7 %,165,0.0%
1977,Kopargaon,40,GEN,Maharashtra,Vikhe Eknathrao Vithalrao,Indian National Congress,"5,10,732","2,77,932",54.4 %,"98,544",35.5%
1977,Koppal,4,SC,Karnataka,Sidrameshwara Swamy Basayya,Indian National Congress,"6,13,378","3,44,340",56.1 %,"1,25,779",36.5%
1977,Koraput,12,ST,Orissa,Giridhar Gomango,Indian National Congress,"5,81,428","1,51,124",26.0 %,"14,429",9.5%
1977,Kota,14,GEN,Rajasthan,Krishna Kumar Goyal,Bharatiya Lok Dal,"5,49,045","3,57,258",65.1 %,"1,49,384",41.8%
1977,Kottayam,13,GEN,Kerala,Skariah Thomas,Kerala Congress,"5,75,946","4,69,180",81.5 %,"68,695",14.6%
1977,Krishnagar,11,GEN,West Bengal,Renupada Das,Communist Party Of India (MARXIST),"5,34,845","3,31,367",62.0 %,"91,368",27.6%
1977,Krishnagiri,14,GEN,Tamil Nadu,Periasamy P.V.,All India Anna Dravida Munnetra Kazhagam,"5,83,179","3,49,648",60.0 %,"1,19,228",34.1%
1977,Kurnool,26,GEN,Andhra Pradesh,K. Vijaya Bhaskara Reddy,Indian National Congress,"7,22,409","3,70,223",51.3 %,"1,99,356",53.8%
1977,Kurukshetra,2,GEN,Haryana,Raghbir Singh,Bharatiya Lok Dal,"5,38,852","4,25,945",79.1 %,"2,50,842",58.9%
1977,Kutch,1,SC,Gujarat,Dave Anantray Devshankar,Bharatiya Lok Dal,"4,38,528","2,40,319",54.8 %,"10,817",4.5%
1977,Ladakh,4,GEN,Jammu & Kashmir,Parvati Devi,Indian National Congress,"64,706","45,581",70.4 %,"2,877",6.3%
1977,Lakhimpur,14,GEN,Assam,Lalit Kumar Doley,Indian National Congress,"5,55,812","2,87,875",51.8 %,"65,232",22.7%
1977,Lakshadweep,1,ST,Lakshadweep,Muhammed Sayeed Padannatha,Indian National Congress,"19,471","16,480",84.6 %,"2,814",17.1%
1977,Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Ramdhan,Bharatiya Lok Dal,"6,66,278","3,49,841",52.5 %,"1,64,080",46.9%
1977,Latur,35,GEN,Maharashtra,Patil Uddhavrao Sahebrrao,Peasants & Workers Party,"6,05,229","3,61,142",59.7 %,"7,851",2.2%
1977,Lohardaga,53,ST,Bihar [1947 - 1999],Lalu Oraon,Bharatiya Lok Dal,"5,66,103","2,58,952",45.7 %,"64,883",25.1%
1977,Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Hemwati Nandan Bahuguna,Bharatiya Lok Dal,"6,20,406","3,36,306",54.2 %,"1,65,345",49.2%
1977,Ludhiana,9,SC,Punjab,Jagdev Singh Talwandi,Shiromani Akali Dal,"6,65,954","5,02,599",75.5 %,"1,03,594",20.6%
1977,Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Raj Keshar Singh,Bharatiya Lok Dal,"6,33,108","3,28,690",51.9 %,"1,27,056",38.7%
1977,Machilipatnam,12,GEN,Andhra Pradesh,Ankineedu Maganti,Indian National Congress,"6,42,258","4,65,844",72.5 %,"76,929",16.5%
1977,Madhepura,21,GEN,Bihar [1947 - 1999],Bindhyeshwari Prasad Mandal,Bharatiya Lok Dal,"6,55,834","4,69,461",71.6 %,"2,00,717",42.8%
1977,Madhubani,13,GEN,Bihar [1947 - 1999],Hukmdeo Narain Yadav,Bharatiya Lok Dal,"6,94,797","4,75,219",68.4 %,"57,121",12.0%
1977,Madras Central,2,GEN,Tamil Nadu,Ramachandran P.,Indian National Congress (ORGANISATION),"8,60,316","4,65,600",54.1 %,"73,411",15.8%
1977,Madras North,1,SC,Tamil Nadu,Asai Thambi A.V.P.,Dravida Munetra Kazhagam,"8,52,627","4,70,323",55.2 %,"45,103",9.6%
1977,Madras South,3,GEN,Tamil Nadu,Venkataraman R.,Indian National Congress,"8,18,878","4,80,835",58.7 %,"14,829",3.1%
1977,Madurai,24,GEN,Tamil Nadu,Swaminathan R.V.,Indian National Congress,"7,61,202","4,89,074",64.3 %,"1,34,345",27.5%
1977,Mahabubnagar,29,GEN,Andhra Pradesh,J. Rameshwara Rao,Indian National Congress,"6,98,700","3,55,740",50.9 %,"94,489",26.6%
1977,Maharajganj,6,GEN,Bihar [1947 - 1999],Ram Deo Singh,Bharatiya Lok Dal,"6,82,823","4,48,583",65.7 %,"2,51,898",56.2%
1977,Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Shibban Lal Saksena,Bharatiya Lok Dal,"5,67,992","3,03,976",53.5 %,"1,31,991",43.4%
1977,Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Brijlal Verma,Bharatiya Lok Dal,"5,67,454","3,25,640",57.4 %,"79,527",24.4%
1977,Mahendragarh,7,GEN,Haryana,Manoharlal,Bharatiya Lok Dal,"6,52,913","4,72,459",72.4 %,"63,014",13.3%
1977,Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Raghunath Singh Verma,Bharatiya Lok Dal,"6,03,450","3,74,342",62.0 %,"2,25,122",60.1%
1977,Malda,7,GEN,West Bengal,Dinesh Chandra Joardar,Communist Party Of India (MARXIST),"5,50,001","3,68,914",67.1 %,"29,708",8.1%
1977,Malegaon,13,GEN,Maharashtra,Mahale Hari Shankar,Bharatiya Lok Dal,"5,53,698","2,86,484",51.7 %,"15,437",5.4%
1977,Mandi,2,GEN,Himachal Pradesh,Ganga Singh,Bharatiya Lok Dal,"4,93,450","2,65,820",53.9 %,"35,505",13.4%
1977,Mandla,24,ST,Madhya Pradesh [1947 - 1999],Shyamlal Dhurve,Bharatiya Lok Dal,"4,97,295","1,95,129",39.2 %,"72,799",37.3%
1977,Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Laxminarayan Pandey,Bharatiya Lok Dal,"5,98,330","4,09,872",68.5 %,"51,107",12.5%
1977,Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,"5,41,832","3,40,473",62.8 %,"39,603",11.6%
1977,Mandya,14,GEN,Karnataka,K. Chickalingaiah,Indian National Congress,"6,04,439","4,25,086",70.3 %,"5,321",1.3%
1977,Mangaldoi,8,GEN,Assam,Hiralal Patowary,Bharatiya Lok Dal,"5,60,297","3,03,095",54.1 %,"50,002",16.5%
1977,Mangalore,17,GEN,Karnataka,Janardhana Poojari,Indian National Congress,"5,55,815","3,96,203",71.3 %,"78,328",19.8%
1977,Manjeri,5,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,"5,69,228","4,42,328",77.7 %,"97,201",22.0%
1977,Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Maniram,Bharatiya Lok Dal,"6,24,422","3,92,137",62.8 %,"2,15,265",54.9%
1977,Mathurapur,16,GEN,West Bengal,Mukunda Kumar Mondal,Communist Party Of India (MARXIST),"6,01,885","3,97,485",66.0 %,"41,592",10.5%
1977,Mavelikara,16,SC,Kerala,B. K. Nair,Indian National Congress,"5,69,041","4,52,188",79.5 %,"56,552",12.5%
1977,Mayiladuturai,29,SC,Tamil Nadu,Kudanthai Ramalingam N.,Indian National Congress,"6,47,843","4,96,486",76.6 %,"74,265",15.0%
1977,Mayurbhanj,1,GEN,Orissa,Chandra Mohan Sinha,Bharatiya Lok Dal,"5,57,848","2,15,006",38.5 %,"11,349",5.3%
1977,Medak,33,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress,"6,35,388","3,71,104",58.4 %,"1,43,510",38.7%
1977,Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Kailash Prakash,Bharatiya Lok Dal,"5,95,444","4,04,051",67.9 %,"1,24,732",30.9%
1977,Mehsana,12,GEN,Gujarat,Patel Maniben Vallabhbhai,Bharatiya Lok Dal,"5,96,154","3,88,731",65.2 %,"1,22,112",31.4%
1977,Midnapore,32,GEN,West Bengal,Ghosal Sudhir Kumar,Bharatiya Lok Dal,"5,78,798","3,38,254",58.4 %,"34,124",10.1%
1977,Miryalguda,42,GEN,Andhra Pradesh,G. S. Reddy,Indian National Congress,"6,67,777","4,51,295",67.6 %,"49,679",11.0%
